Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
1998-99,U. of Minnesota,WCHA,39,7,16,23,20,--,,,,,,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,U. of Minnesota,WCHA,39,6,18,24,20,--,,,,,,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,U. of Minnesota,WCHA,42,12,37,49,38,--,,,,,,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,U. of Minnesota,WCHA,44,20,28,48,28,--,,,,,,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Calgary Flames,NHL,58,4,10,14,12,-15,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Saint John Flames,AHL,3,1,2,3,0,-3,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Calgary Flames,NHL,82,9,24,33,24,8,26,0,10,10,6,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Calgary Flames,NHL,74,2,18,20,68,6,7,0,1,1,4,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Colorado Avalanche,NHL,15,2,3,5,14,-4,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Colorado Avalanche,NHL,43,5,8,13,20,5,7,0,3,3,0,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Colorado Avalanche,NHL,64,6,14,20,18,-10,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Calgary Flames,NHL,19,1,3,4,6,-5,6,0,1,1,8,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Florida Panthers,NHL,61,7,11,18,22,-7,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Pittsburgh Penguins,NHL,20,4,4,8,6,5,8,0,0,0,2,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Buffalo Sabres,NHL,71,13,22,35,36,-11,5,0,1,1,4,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Buffalo Sabres,NHL,79,10,14,24,28,4,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Buffalo Sabres,NHL,24,2,6,8,14,-6,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,St. Louis Blues,NHL,15,0,2,2,0,-2,6,0,0,0,0,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,St. Louis Blues,NHL,27,1,5,6,6,1,6,0,1,1,2,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,St. Louis Blues,NHL,7,0,0,0,2,0,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Columbus Blue Jackets,NHL,18,1,2,3,9,-7,--,--,--,--,--,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Minnesota Wild,NHL,18,0,1,1,8,1,9,0,0,0,0,Jordan Leopold,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Quebec Remparts,QMJHL,61,4,11,15,202,--,14,0,2,2,36,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Quebec Remparts,QMJHL,60,7,18,25,479,15,13,0,4,4,29,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Remparts,QMJHL,67,11,35,46,302,32,7,1,4,5,27,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Victoriaville Tigres,QMJHL,28,9,19,28,108,29,13,2,8,10,51,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Quebec Remparts,QMJHL,26,5,16,21,82,4,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Phoenix Coyotes,NHL,5,0,0,0,5,0,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Springfield Falcons,AHL,69,2,6,8,241,-16,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Phoenix Coyotes,NHL,3,0,0,0,0,-1,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,73,2,10,12,232,-6,6,0,1,1,12,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Manitoba Moose,AHL,38,5,4,9,145,6,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Vancouver Canucks,NHL,7,1,0,1,9,3,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Hartford Wolf Pack,AHL,12,0,2,2,105,3,9,0,1,1,32,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Hartford Wolf Pack,AHL,23,2,5,7,136,0,5,0,0,0,32,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Charlotte Checkers,ECHL,4,0,2,2,10,7,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Hartford Wolf Pack,AHL,76,4,8,12,278,7,11,0,0,0,33,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Philadelphia Phantoms,AHL,57,2,1,3,156,-17,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Philadelphia Flyers,NHL,3,0,0,0,0,-3,--,--,--,--,--,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Philadelphia Phantoms,AHL,34,1,2,3,78,1,3,0,0,0,0,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Chelyabinsk Traktor,KHL,46,2,5,7,211,1,3,0,0,0,2,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Chelyabinsk Traktor,KHL,46,0,8,8,177,-6,4,0,0,0,6,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Saguenay Marquis,LNAH,44,2,11,13,222,19,,,,,,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Jonquiere Marquis,LNAH,36,3,0,3,154,-1,,,,,,Martin Grenier,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Cherepovets Severstal,Russia,1,0,0,0,0,--,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,St. Petersburg SKA,Russia,26,0,2,2,4,--,,,,,,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Khabarovsk Amur,Russia,19,0,2,2,2,--,,,,,,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,St. Petersburg SKA,Russia,49,6,2,8,30,--,,,,,,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,St. Petersburg SKA,Russia,21,0,1,1,4,-2,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Voskresensk Khimik,Russia,39,7,4,11,4,--,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Voskresensk Khimik,Russia,28,0,0,0,16,--,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Ufa Salavat Yulayev,Russia,26,4,0,4,14,--,6,0,0,0,0,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Ufa Salavat Yulayev,Russia,9,0,2,2,4,--,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Novokuznetsk Metallurg,Russia,19,2,2,4,6,--,3,0,0,0,4,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Novokuznetsk Metallurg,Russia,8,0,0,0,4,--,--,--,--,--,--,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Perm Molot-Prikamye,Rus-VL,4,1,2,3,0,-1,,,,,,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Volzhsk Ariada-Akpars,Rus-VL,28,6,10,16,14,-6,,,,,,Dmitri Levinsky,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Quinte Hawks,MetJHL,44,21,23,44,41,--,,,,,,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Bramalea Blues,OPJHL,8,0,3,3,4,--,,,,,,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Caledon Canadians,MetJHL,43,41,40,81,117,--,,,,,,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Toronto St. Michael's Majors,OHL,38,37,37,74,80,0,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Barrie Colts,OHL,28,14,28,42,60,-9,10,5,5,10,31,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Barrie Colts,OHL,66,48,73,121,95,23,25,10,13,23,41,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Detroit Vipers,IHL,13,7,5,12,23,-3,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Tampa Bay Lightning,NHL,49,4,0,4,38,-13,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Tampa Bay Lightning,NHL,39,6,7,13,16,-11,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Springfield Falcons,AHL,24,9,9,18,26,-9,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Tampa Bay Lightning,NHL,37,2,5,7,24,-1,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,33,16,15,31,28,6,6,0,0,0,4,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Hershey Bears,AHL,59,16,16,32,82,-10,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Utah Grizzlies,AHL,4,0,1,1,0,-3,--,--,--,--,--,Sheldon Keefe,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Moncton Wildcats,QMJHL,19,NA,0,NA,17,NA,10,NA,0,NA,0,Simon Lajeunesse,Goalie,926,51,0,1,3.31,5,6,3,322,0.863,NA
1998-99,Moncton Wildcats,QMJHL,36,NA,1,NA,2,NA,4,NA,0,NA,0,Simon Lajeunesse,Goalie,2000,98,1,1,2.94,18,9,3,799,0.891,NA
1999-00,Moncton Wildcats,QMJHL,55,NA,2,NA,27,NA,16,NA,0,NA,2,Simon Lajeunesse,Goalie,2921,127,0,6,2.61,31,15,1,1314,0.903,NA
2000-01,Acadie-Bathurst Titan,QMJHL,36,NA,0,NA,2,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,1879,121,0,1,3.86,10,19,2,1088,0.889,NA
2000-01,Val d'Or Foreurs,QMJHL,21,NA,0,NA,0,NA,21,NA,0,NA,0,Simon Lajeunesse,Goalie,1158,54,0,1,2.80,16,3,1,558,0.903,NA
2001-02,Mobile Mysticks,ECHL,13,NA,0,NA,2,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,755,36,0,2,2.86,7,2,3,365,0.910,NA
2001-02,Grand Rapids Griffins,AHL,26,NA,0,NA,0,NA,2,NA,0,NA,0,Simon Lajeunesse,Goalie,1534,54,0,3,2.11,13,7,5,588,0.916,NA
2001-02,Ottawa Senators,NHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,24,0,0,0,0.00,,,,9,1.000,NA
2002-03,Binghamton Senators,AHL,19,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,966,47,1,1,2.92,7,7,1,404,0.896,NA
2002-03,Peoria Rivermen,ECHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,239,8,1,0,2.01,2,2,0,103,0.928,NA
2002-03,San Antonio Rampage,AHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,78,6,0,0,4.60,0,1,0,28,0.824,NA
2003-04,San Antonio Rampage,AHL,8,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,351,23,0,0,3.93,1,4,1,164,0.877,NA
2003-04,Augusta Lynx,ECHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,125,8,0,0,3.84,1,1,0,51,0.864,NA
2003-04,Columbus Cottonmouths,ECHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,26,1,0,0,2.31,,,,14,0.933,NA
2004-05,Fresno Falcons,ECHL,8,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,457,27,1,1,3.54,2,5,0,232,0.896,NA
2004-05,Gwinnett Gladiators,ECHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,226,13,1,0,3.45,1,3,0,86,0.869,NA
2004-05,Dayton Bombers,ECHL,10,NA,0,NA,15,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,534,25,0,0,2.80,2,4,2,241,0.906,NA
2004-05,San Diego Gulls,ECHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Simon Lajeunesse,Goalie,143,8,0,0,3.34,1,1,1,69,0.896,NA
2005-06,Laval Chiefs,LNAH,2,NA,0,NA,0,NA,,NA,,NA,,Simon Lajeunesse,Goalie,,,,,,,,,,,NA
2006-07,St. Georges CRS Express,LNAH,24,NA,2,NA,8,NA,,NA,,NA,,Simon Lajeunesse,Goalie,,,,,,,,,,,NA
1996-97,Regina Pats,WHL,66,11,14,25,41,--,5,0,1,1,5,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Regina Pats,WHL,70,22,38,60,82,--,9,6,2,8,8,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Regina Pats,WHL,61,39,49,88,84,-3,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Regina Pats,WHL,70,38,40,78,24,-8,7,5,4,9,2,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Regina Pats,WHL,64,35,48,83,44,15,6,5,1,6,4,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Lowell Lock Monsters,AHL,53,6,8,14,26,-6,3,0,0,0,0,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Everblades,ECHL,16,2,7,9,14,3,6,3,1,4,6,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Lowell Lock Monsters,AHL,49,6,9,15,59,-16,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,71,17,18,35,104,-14,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Carolina Hurricanes,NHL,2,0,0,0,2,0,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Iserlohn Roosters,DEL,49,9,9,18,151,-8,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Manitoba Moose,AHL,4,0,0,0,0,0,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Milan HC,Italy-A,29,11,7,18,26,--,13,8,5,13,20,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milan HC,Italy-A,28,16,29,45,30,--,6,2,2,4,4,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Odense Bulldogs,Denmark,44,24,29,53,109,--,,,,,,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Esbjerg EfB Ishockey,Denmark,32,20,20,40,119,--,,,,,,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Esbjerg EfB Ishockey,Denmark,36,23,19,42,16,--,,,,,,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Soenderjyske,Denmark,3,2,0,2,6,--,,,,,,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Jesenice,Austria,39,20,18,38,80,4,,,,,,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Graz EC,Austria,48,17,29,46,30,-6,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Kalamazoo Wings,ECHL,60,19,23,42,28,0,--,--,--,--,--,Brett Lysak,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kanata Valley Lasers,CJHL,50,12,10,22,178,--,,,,,,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kingston Frontenacs,OHL,64,8,14,22,227,-27,5,1,1,2,4,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kingston Frontenacs,OHL,65,13,26,39,266,11,5,2,0,2,17,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kingston Frontenacs,OHL,68,28,29,57,165,14,4,1,0,1,10,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Albany River Rats,AHL,62,4,0,4,109,-11,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Albany River Rats,AHL,74,6,7,13,220,-26,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Adirondack IceHawks,UHL,2,1,0,1,0,0,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Albany River Rats,AHL,39,1,0,1,122,-12,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Cincinnati Cyclones,ECHL,12,3,3,6,14,0,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Albany River Rats,AHL,46,0,4,4,168,-9,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Augusta Lynx,ECHL,11,1,1,2,14,-8,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Binghamton Senators,AHL,79,2,4,6,202,-7,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Sheffield Steelers,EIHL,35,9,11,20,174,--,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Manchester Phoenix,EIHL,21,5,14,19,103,--,2,1,0,1,2,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Manchester Phoenix,EIHL,52,13,15,28,195,--,2,0,4,4,0,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Manchester Phoenix,EIHL,54,7,18,25,144,--,2,0,0,0,4,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Providence Bruins,AHL,8,0,0,0,17,-2,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Rio Grande Valley Killer Bees,CHL,46,9,6,15,143,-10,--,--,--,--,--,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Rio Grande Valley Killer Bees,CHL,62,3,7,10,177,-12,3,1,1,2,4,Brett Clouthier,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Syracuse Jr. Crunch,MetJHL,48,52,58,110,111,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Syracuse Jr. Crunch,MetJHL,49,56,70,126,203,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,R.P.I.,ECAC,36,17,32,49,32,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,R.P.I.,ECAC,35,9,29,38,42,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,R.P.I.,ECAC,34,24,18,42,34,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,R.P.I.,ECAC,32,24,22,46,26,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Wilkes-Barre/Scranton Penguins,AHL,73,21,37,58,45,-4,6,0,2,2,15,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pittsburgh Penguins,NHL,18,1,1,2,14,-6,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Wilkes-Barre/Scranton Penguins,AHL,63,10,26,36,69,2,24,7,6,13,1,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Wilkes-Barre/Scranton Penguins,AHL,80,17,24,41,55,16,11,3,0,3,0,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Pittsburgh Penguins,NHL,41,1,5,6,24,-9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Albany River Rats,AHL,61,23,32,55,18,-8,5,1,5,6,8,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,San Antonio Rampage,AHL,76,21,41,62,43,20,7,2,2,4,0,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Phoenix Coyotes,NHL,3,0,1,1,0,1,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Khabarovsk Amur,KHL,33,4,3,7,28,-9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lugano,Swiss-A,3,1,1,2,4,1,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Rapperswil-Jona,Swiss-A,11,6,6,12,8,-2,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Langenthal SC,Swiss-B,22,8,15,23,18,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Linkopings HC,SEL,12,3,5,8,0,9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Timra IK,SEL,32,9,6,15,36,-9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Timra IK,SEL,55,15,16,31,16,-10,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Timra IK,SEL,13,5,8,13,22,5,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zagreb Medvescak KHL,KHL,52,16,20,36,6,6,3,1,1,2,2,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Bratislava Slovan,KHL,46,11,13,24,75,-19,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nuermberg Thomas Sabo Ice Tigers,DEL,51,9,16,25,26,0,12,2,1,3,8,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Newmarket Hurricanes,OPJHL,1,0,0,0,9,--,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Bramalea Blues,OPJHL,43,9,14,23,92,--,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
